Kanton,Verbrauchsprofile typischer Haushalte,Periode,Produkt,Total exkl. MWST (Rp./kWH),Netznutzung (Rp./kWH),Energielieferungkosten (Rp./kWH),Abgaben an das Gemeinwesen (Rp./kWH),Förderabgaben (KEV) (Rp./kWH)
Freiburg,H6,2013,Standardprodukt,12.924068,5.500588,6.97348,0,0.45
Waadt,H6,2022,Standardprodukt,16.242224,5.745777142857142,6.211314285714286,1.52,2.3
Jura,H6,2021,Standardprodukt,17.5876,5.848,8.7856,0.654,2.3
Basel-Landschaft,H6,2017,Standardprodukt,16.46401355520171,6.67490857142857,7.73,0.559104983773142,1.5
Schaffhausen,H6,2019,Standardprodukt,15.75218571428571,7.22012857142857,6.23205714285714,0,2.3
Wallis,H6,2024,Standardprodukt,27.0844,8.4584,14.2964,0.86,2.3
Appenzell Ausserrhoden,H6,2014,Standardprodukt,12.46014285714285,5.60993571428571,6.25020714285714,0,0.6
Bern,H6,2011,Standardprodukt,14.32012,5.34524,7.26488,1.26,0.45
Glarus,H6,2017,Standardprodukt,13.85143714285715,6.999704285714285,4.87594285714286,0.3,1.5
Zug,H6,2024,Standardprodukt,36.12874057142857,8.248740571428572,25.09,0.49,2.3
Glarus,H6,2020,Standardprodukt,17.64991428571428,7.04991428571428,7.3,0.3,2.3
Freiburg,H6,2015,Standardprodukt,13.772438,5.698958,6.97348,0,1.1
Schaffhausen,H6,2025,Standardprodukt,27.99757142857143,12.07757142857143,13.62,0,2.3
Appenzell Ausserrhoden,H6,2023,Standardprodukt,22.20516428571429,6.084957142857143,13.82020714285714,0,2.3
Waadt,H6,2011,Standardprodukt,16.74837714285714,7.01673142857143,8.38164571428571,0.9,0.45
Waadt,H6,2015,Standardprodukt,16.01562857142857,6.17398285714286,7.84164571428571,0.9,1.1
Bern,H6,2018,Standardprodukt,18.01249,6.21465,7.31856,0.73,2.3
Glarus,H6,2025,Standardprodukt,28.97346571428572,12.88549428571429,12.2,0.3,2.3
Bern,H6,2014,Standardprodukt,15.33492,5.45798,7.6984,1.26,0.6
Bern,H6,2013,Standardprodukt,14.06577,4.85313,7.50264,1.26,0.45
Glarus,H6,2018,Standardprodukt,15.42782857142857,7.46391428571429,4.925942857142855,0.3,2.3
Jura,H6,2017,Standardprodukt,15.54011,6.36611,7.02,0.654,1.5
Graubünden,H6,2014,Standardprodukt,14.779688,5.90272,6.96472,1,0.6
Basel-Landschaft,H6,2023,Standardprodukt,26.22844928571429,8.313051428571429,15.24342285714286,0.371975,2.3
Basel-Landschaft,H6,2018,Standardprodukt,17.60632,6.59490857142857,8.11141142857143,0.6,2.3
Glarus,H6,2015,Standardprodukt,16.63903142857143,7.95349428571428,5.58797142857143,0.3,1.1
Waadt,H6,2019,Standardprodukt,16.12184571428572,5.69950285714286,7.07234285714286,1,2.3
Freiburg,H6,2016,Standardprodukt,13.896208,5.622728,6.97348,0,1.3
Schaffhausen,H6,2016,Standardprodukt,15.77036071428571,7.722992857142855,6.61707857142857,0,1.3
Basel-Landschaft,H6,2016,Standardprodukt,15.04377564285714,6.59028571428571,6.56005714285714,0.593432785714286,1.3
Waadt,H6,2013,Standardprodukt,15.66666285714285,5.93501714285714,8.38164571428571,0.9,0.45
Waadt,H6,2012,Standardprodukt,16.10390285714285,6.17225714285714,8.38164571428571,0.9,0.45
Zug,H6,2018,Standardprodukt,13.59318285714286,5.62734285714286,5.17584,0.49,2.3
Glarus,H6,2016,Standardprodukt,13.34985714285714,6.76188571428571,5.28797142857143,0.3,1.3
Waadt,H6,2023,Standardprodukt,24.52927428571429,6.582182857142858,14.07709142857143,1.57,2.3
Glarus,H6,2013,Standardprodukt,11.97018428571429,5.71194285714286,5.30824142857143,0.1,0.45
Freiburg,H6,2011,Standardprodukt,13.90231,6.440012,7.012298,0,0.45
Freiburg,H6,2025,Standardprodukt,21.173668,6.387888,12.48578,0,2.3
Zug,H6,2017,Standardprodukt,12.41080071428572,5.039382371428575,5.546418342857145,0.235,1.5
Waadt,H6,2020,Standardprodukt,15.87467428571429,5.60233142857143,6.87234285714286,1,2.3
Bern,H6,2017,Standardprodukt,15.54011,6.36611,6.8,0.73,1.5
Basel-Landschaft,H6,2015,Standardprodukt,13.03581122857143,4.78782857142857,6.56895428571429,0.579028371428572,1.1
Waadt,H6,2016,Standardprodukt,15.75842285714286,6.25505142857143,7.30337142857143,0.95,1.3
Basel-Landschaft,H6,2025,Standardprodukt,27.65471371428572,10.63044,14.27040571428571,0.453868,2.3
Bern,H6,2022,Standardprodukt,17.3964,5.6608,8.4,0.65,2.3
Basel-Landschaft,H6,2012,Standardprodukt,11.61645714285714,3.67036571428571,7.25609142857143,0.24,0.45
Jura,H6,2018,Standardprodukt,18.01249,6.21465,8.84384,0.654,2.3
Wallis,H6,2015,Standardprodukt,13.56868,5.6336,6.2896,0.66204,1.1
Basel-Landschaft,H6,2024,Standardprodukt,27.714416,10.79918285714286,14.20241714285714,0.412816,2.3
Freiburg,H6,2022,Standardprodukt,13.936608,4.263128,7.37348,0,2.3
Basel-Stadt,H6,2016,Standardprodukt,19.63366057142856,5.64908571428571,6.24765714285714,6.43691771428571,1.3
Appenzell Ausserrhoden,H6,2015,Standardprodukt,12.91376428571428,5.56355714285714,6.25020714285714,0,1.1
Wallis,H6,2011,Standardprodukt,15.61512,5.92312,8.662,0.58,0.45
Basel-Stadt,H6,2020,Standardprodukt,21.15353028571428,6.19382857142857,6.04765714285714,6.61204457142857,2.3
Jura,H6,2011,Standardprodukt,14.32012,5.34524,7.26488,1.26,0.45
Basel-Stadt,H6,2011,Standardprodukt,17.90968685714286,5.25225828571429,6.34742857142857,5.86,0.45
Basel-Stadt,H6,2013,Standardprodukt,17.62017142857143,4.75274285714286,6.34742857142857,6.07,0.45
Wallis,H6,2016,Standardprodukt,13.1104192,5.5376,5.84752,0.6115392,1.3
Zug,H6,2022,Standardprodukt,17.20205142857143,6.585668571428571,7.826382857142857,0.49,2.3
Basel-Stadt,H6,2017,Standardprodukt,20.05770171428571,6.03382857142857,6.04782857142857,6.47604457142857,1.5
Appenzell Ausserrhoden,H6,2017,Standardprodukt,12.13999986648559,5.73999977111816,4.90000009536743,0,1.5
Freiburg,H6,2023,Standardprodukt,17.748908,4.763128,10.68578,0,2.3
Basel-Stadt,H6,2021,Standardprodukt,21.15353028571428,6.19382857142857,6.04765714285714,6.61204457142857,2.3
Wallis,H6,2018,Standardprodukt,13.60992,5.6376,5.0172,0.54,2.3
Freiburg,H6,2024,Standardprodukt,24.798908,7.013128,15.48578,0,2.3
Zürich,H6,2025,Standardprodukt,25.32085714285714,8.22,14.64085714285714,0.16,2.3
Wallis,H6,2021,Standardprodukt,15.58,5.836,6.285898,0.7,2.3
Basel-Stadt,H6,2022,Standardprodukt,23.65537142857143,8.537714285714285,6.047657142857143,6.77,2.3
Zug,H6,2013,Standardprodukt,12.44142,4.65322285714286,7.52329134285714,0.235,0.45
Wallis,H6,2025,Standardprodukt,25.920768,7.266,12.37576,0.84,2.3
Zug,H6,2020,Standardprodukt,15.82092,6.20566857142857,6.82525142857143,0.49,2.3
Freiburg,H6,2018,Standardprodukt,14.328732,4.655252,7.37348,0,2.3
Appenzell Innerrhoden,H6,2011,Standardprodukt,13.67455,7.15074285714286,6.07380714285714,0,0.45
Tessin,H6,2019,Standardprodukt,16.27781714285714,5.48588,6.04684,2.17,2.3
Tessin,H6,2022,Standardprodukt,17.4986,6.403616,7.02444,2.19,2.3
Appenzell Ausserrhoden,H6,2018,Standardprodukt,13.40738571428571,5.39717857142857,5.71020714285714,0,2.3
St. Gallen,H6,2021,Standardprodukt,16.34273571428571,6.134907142857145,6.6296,0.6,2.3
Jura,H6,2013,Standardprodukt,14.06577,4.85313,7.50264,1.26,0.45
St. Gallen,H6,2018,Standardprodukt,14.4569,5.8976,5.42866714285714,0.6,2.3
St. Gallen,H6,2013,Standardprodukt,14.18451428571428,6.04578571428571,7.180825,0.62,0.45
Appenzell Ausserrhoden,H6,2020,Standardprodukt,14.72376428571428,5.18355714285714,7.24020714285714,0,2.3
Appenzell Ausserrhoden,H6,2021,Standardprodukt,15.74273571428571,5.81252857142857,7.63020714285714,0,2.3
Bern,H6,2015,Standardprodukt,15.84729,5.47035,7.67684,1.26,1.1
St. Gallen,H6,2024,Standardprodukt,28.3156,9.615135931171428,15.50337142857143,0.6,2.3
Tessin,H6,2020,Standardprodukt,16.70548,5.51312,6.33236,2.21,2.3
Uri,H6,2019,Standardprodukt,17.21776,6.944,6.97376,1,2.3
Freiburg,H6,2021,Standardprodukt,13.936608,4.263128,7.37348,0,2.3
Freiburg,H6,2017,Standardprodukt,13.492728,5.022728,6.97,0,1.5
Tessin,H6,2011,Standardprodukt,14.92932,6.0116,6.92544,2,0.45
Tessin,H6,2021,Standardprodukt,17.19022857142857,5.9914,6.21788,2.25,2.3
Basel-Stadt,H6,2018,Standardprodukt,21.39943885714285,6.35382857142857,6.04765714285714,6.69795314285714,2.3
St. Gallen,H6,2020,Standardprodukt,15.88182,5.81982857142857,6.86588571428571,0.6,2.3
Wallis,H6,2013,Standardprodukt,13.93564,4.93664,8.01584,0.530768,0.45
Uri,H6,2018,Standardprodukt,16.11116,6.25924,6.55192,1,2.3
St. Gallen,H6,2019,Standardprodukt,15.20100714285714,5.71302428571429,6.25934285714286,0.6,2.3
Uri,H6,2015,Standardprodukt,15.30836,6.41724,7.06112,0.73,1.1
Uri,H6,2016,Standardprodukt,14.70436,6.37524,6.36912,0.66,1.3
Appenzell Innerrhoden,H6,2021,Standardprodukt,14.16462857142858,5.09804285714286,6.76658571428572,0,2.3
Uri,H6,2011,Standardprodukt,14.982,7.41208,6.51992,0.6,0.45
Thurgau,H6,2025,Standardprodukt,26.5,9.434,14.67778571428572,0.2,2.3
Appenzell Ausserrhoden,H6,2011,Standardprodukt,14.20846428571428,7.08825714285714,6.07020714285714,0.6,0.45
Neuenburg,H6,2020,Standardprodukt,15.536608,4.66816,5.983458,1.6,2.3
Appenzell Innerrhoden,H6,2019,Standardprodukt,13.85911428571429,5.37804285714286,6.18107142857143,0,2.3
Thurgau,H6,2013,Standardprodukt,13.77913892857143,5.88107428571429,7.11346571428571,0.28,0.45
Thurgau,H6,2015,Standardprodukt,14.63308857142857,7.37419571428571,5.685,0.27,1.1
Thurgau,H6,2019,Standardprodukt,15.14392857142857,6.69510285714286,5.7,0.31,2.3
Neuenburg,H6,2017,Standardprodukt,15.052728,6.04704742857143,5.61357714285714,1.56,1.5
Neuenburg,H6,2023,Standardprodukt,23.72553971428571,8.303021142857142,11.52251857142857,1.6,2.3
St. Gallen,H6,2011,Standardprodukt,13.91773214285714,6.09879285714286,6.31329957142857,0.55,0.45
Appenzell Innerrhoden,H6,2013,Standardprodukt,14.37911428571428,6.25528571428571,7.67382857142857,0,0.45
Appenzell Ausserrhoden,H6,2019,Standardprodukt,14.20100714285714,5.2708,6.63020714285714,0,2.3
Appenzell Ausserrhoden,H6,2016,Standardprodukt,12.46187142857142,5.84166428571428,5.32020714285714,0,1.3
Appenzell Ausserrhoden,H6,2013,Standardprodukt,13.33579714285714,5.13559,7.75020714285714,0,0.45
Thurgau,H6,2011,Standardprodukt,13.46422,6.07589542857143,6.83429142857143,0.25,0.45
Thurgau,H6,2023,Standardprodukt,23.11814285714286,8.0479,11.87778571428571,0.3,2.3
Thurgau,H6,2024,Standardprodukt,27.48798857142857,10.004,14.9,0.3,2.3
Zürich,H6,2015,Standardprodukt,12.41290598941798,5.051896014285715,6.234362114285715,0.1735,1.1
Appenzell Innerrhoden,H6,2014,Standardprodukt,13.75187142857142,6.58528571428571,6.56658571428571,0,0.6
Thurgau,H6,2021,Standardprodukt,15.86425571428571,6.67949142857143,6.40233428571429,0.3,2.3
Thurgau,H6,2020,Standardprodukt,15.76344571428572,6.904165714285715,6.40233428571429,0.3,2.3
Thurgau,H6,2014,Standardprodukt,13.77978571428571,6.66876857142857,5.93752285714286,0.245,0.6
Appenzell Innerrhoden,H6,2024,Standardprodukt,25.24738571428571,7.802528571428572,15.14485714285714,0,2.3
St. Gallen,H6,2022,Standardprodukt,17.59172857142857,6.55848,7.487971428571429,0.6,2.3
Appenzell Innerrhoden,H6,2025,Standardprodukt,24.49187142857143,8.047014285714285,14.14485714285714,0,2.3
St. Gallen,H6,2015,Standardprodukt,14.4088,6.79057142857143,6.19353714285714,0.6,1.1
Appenzell Innerrhoden,H6,2023,Standardprodukt,22.08635714285714,6.012528571428572,13.77382857142857,0,2.3
Basel-Stadt,H6,2015,Standardprodukt,19.072,5.50434285714286,6.24765714285714,6.22,1.1
Wallis,H6,2017,Standardprodukt,11.16472,5.2376,4.56256,0.582,1.5
Jura,H6,2024,Standardprodukt,21.5684,8.0288,10.5856,0.654,2.3
Zug,H6,2015,Standardprodukt,13.36159955714286,5.394412442857146,6.542187114285715,0.325,1.1
Basel-Stadt,H6,2014,Standardprodukt,18.36492857142857,5.32617142857143,6.24765714285714,6.1911,0.6
Appenzell Ausserrhoden,H6,2022,Standardprodukt,16.01084285714286,6.180635714285715,7.530207142857143,0,2.3
Wallis,H6,2012,Standardprodukt,14.12572,5.35112,7.7896,0.535,0.45
Basel-Stadt,H6,2012,Standardprodukt,17.83139428571429,4.95396571428572,6.34742857142857,6.08,0.45
Basel-Stadt,H6,2025,Standardprodukt,28.32294528571429,11.09034285714286,8.130171428571428,6.802431,2.3
Bern,H6,2012,Standardprodukt,13.97801,5.00313,7.26488,1.26,0.45
Basel-Stadt,H6,2024,Standardprodukt,28.44294528571428,11.21034285714286,8.130171428571428,6.802431,2.3
St. Gallen,H6,2017,Standardprodukt,13.62858571428572,6.5435873015873,4.947778619112285,0.6,1.5
Basel-Stadt,H6,2019,Standardprodukt,21.31943885714285,6.27382857142857,6.04765714285714,6.69795314285714,2.3
Basel-Stadt,H6,2023,Standardprodukt,26.49096857142857,9.466,7.895428571428571,6.82954,2.3
Zürich,H6,2017,Standardprodukt,11.61909342857144,4.854088514285715,5.34921382857143,0.18,1.5
Thurgau,H6,2017,Standardprodukt,14.08462571428571,7.32426332857143,4.874910714285715,0.3,1.5
St. Gallen,H6,2016,Standardprodukt,14.51053142857143,6.82328571428572,5.340535714285715,0.6,1.3
Thurgau,H6,2016,Standardprodukt,14.17434142857143,7.51395714285714,5.24075428571429,0.26,1.3
Neuenburg,H6,2022,Standardprodukt,15.840511,6.617741857142857,6.823824571428572,1.6,2.3
Thurgau,H6,2022,Standardprodukt,16.76219571428571,7.08632,6.752334285714285,0.3,2.3
Neuenburg,H6,2025,Standardprodukt,23.73137185714286,8.04215,11.78922185714286,1.6,2.3
Neuenburg,H6,2011,Standardprodukt,17.12021,7.28225285714286,7.801126,1.56,0.45
Appenzell Innerrhoden,H6,2020,Standardprodukt,14.16462857142858,5.09804285714286,6.76658571428572,0,2.3
Wallis,H6,2023,Standardprodukt,24.8755573952,7.036,15.0188202592,0.84,2.3
Neuenburg,H6,2019,Standardprodukt,15.32522057142857,4.74816,5.67083542857143,1.5,2.3
Neuenburg,H6,2013,Standardprodukt,15.17393842857142,5.60955257142857,7.21438585714285,1.9,0.45
Appenzell Innerrhoden,H6,2017,Standardprodukt,12.11187142857143,5.64528571428571,4.96658571428572,0,1.5
Freiburg,H1,2011,Standardprodukt,25.1815,15.4025,9.329,0,0.45
Freiburg,H1,2022,Standardprodukt,26.29233333333333,14.484,9.508333333333333,0,2.3
Basel-Stadt,H1,2022,Standardprodukt,28.47924107142857,10.73633928571429,7.952901785714285,7.49,2.3
Freiburg,H1,2015,Standardprodukt,25.01583333333333,14.8075,9.10833333333333,0,1.1
Schwyz,H1,2025,Standardprodukt,33.10302083333333,16.43327380952381,13.11177083333333,0.81,2.3
Nidwalden,H1,2011,Standardprodukt,23.01100000000003,15.5516666666667,6.08933333333333,0.92,0.45
Zug,H1,2014,Standardprodukt,23.47145833333332,13.9274341517857,8.66402418154762,0.28,0.6
Basel-Stadt,H1,2016,Standardprodukt,26.07079821428571,9.32678571428571,8.15290178571429,7.29111071428571,1.3
Basel-Landschaft,H1,2022,Standardprodukt,25.60866071428572,14.31484375,8.303816964285714,0.69,2.3
Luzern,H1,2012,Standardprodukt,27.854,14.39,11.575,1.439,0.45
Basel-Stadt,H1,2024,Standardprodukt,34.06050842857143,13.32901785714286,10.91517857142857,7.516312,2.3
Luzern,H1,2022,Standardprodukt,20.90385416666667,8.440833333333334,9.323020833333333,0.84,2.3
Basel-Stadt,H1,2017,Standardprodukt,26.66895892857143,9.87142857142857,7.95290178571429,7.34462857142857,1.5
Zug,H1,2025,Standardprodukt,31.72151785714286,15.77151785714286,13.65,0,2.3
Nidwalden,H1,2021,Standardprodukt,23.835,11.985,8.55,1,2.3
Nidwalden,H1,2013,Standardprodukt,23.23499999999997,14.4483333333333,7.41666666666667,0.92,0.45
Nidwalden,H1,2023,Standardprodukt,24.635,13.085,8.25,1,2.3
Luzern,H1,2025,Standardprodukt,23.66175,11.6925,8.5,1.16925,2.3
Basel-Stadt,H1,2020,Standardprodukt,27.76495892857146,10.0314285714286,7.95290178571429,7.48062857142857,2.3
Jura,H1,2015,Standardprodukt,29.94,15.94,11.4,1.5,1.1
Schwyz,H1,2014,Standardprodukt,23.39759672619051,13.995,7.52388169642857,0.55,0.6
Freiburg,H1,2021,Standardprodukt,26.29233333333333,14.484,9.50833333333333,0,2.3
Basel-Stadt,H1,2025,Standardprodukt,33.94050842857143,13.20901785714286,10.91517857142857,7.516312,2.3
Nidwalden,H1,2017,Standardprodukt,23.9735416666667,14.3160416666667,7.1575,1,1.5
Luzern,H1,2013,Standardprodukt,20.46202708333333,9.63427083333333,9.245,1.13275625,0.45
Zug,H1,2018,Standardprodukt,24.29611607142856,14.5089732142857,6.99714285714286,0.49,2.3
Freiburg,H1,2012,Standardprodukt,23.9055,14.3585,9.097,0,0.45
Luzern,H1,2014,Standardprodukt,20.6093770833333,10.2317708333333,8.645,1.13260625,0.6
Basel-Stadt,H1,2021,Standardprodukt,27.76495892857146,10.0314285714286,7.95290178571429,7.48062857142857,2.3
Luzern,H1,2019,Standardprodukt,20.53552083333333,8.50208333333333,8.88322916666667,0.850208333333333,2.3
Freiburg,H1,2017,Standardprodukt,24.2676666666667,13.6576666666667,9.11,0,1.5
Basel-Stadt,H1,2019,Standardprodukt,27.94885625000003,10.1114285714286,7.95290178571429,7.58452589285714,2.3
Basel-Stadt,H1,2014,Standardprodukt,24.23489821428572,8.48419642857143,8.15290178571429,6.9978,0.6
Freiburg,H1,2014,Standardprodukt,24.49583333333333,14.7875,9.10833333333333,0,0.6
Nidwalden,H1,2014,Standardprodukt,23.8133333333333,14.7783333333333,7.435,1,0.6
Basel-Stadt,H1,2015,Standardprodukt,25.33504464285715,9.02214285714286,8.15290178571429,7.06,1.1
Freiburg,H1,2024,Standardprodukt,37.56566666666667,17.234,18.03166666666667,0,2.3
Basel-Landschaft,H1,2021,Standardprodukt,24.61371571428571,13.35875,8.30381696428571,0.65114875,2.3
Basel-Landschaft,H1,2012,Standardprodukt,26.1781696428571,14.6295982142857,10.3685714285714,0.73,0.45
Zug,H1,2019,Standardprodukt,24.26687499999997,14.2610714285714,7.21580357142857,0.49,2.3
Freiburg,H1,2025,Standardprodukt,34.06566666666667,16.734,15.03166666666667,0,2.3
Basel-Stadt,H1,2012,Standardprodukt,23.270625,8.40419642857143,7.94642857142857,6.47,0.45
Aargau,H1,2016,Standardprodukt,22.98988616071428,14.7475818452381,6.0844494047619,0.8,1.3
Zürich,H1,2014,Standardprodukt,18.42437499999997,10.3004933035714,7.401300967261905,0.16,0.6
Basel-Landschaft,H1,2015,Standardprodukt,24.39464252232145,13.0786160714286,9.26805803571428,0.947968415178571,1.1
Aargau,H1,2015,Standardprodukt,23.23398809523811,14.5613541666667,6.87953869047619,0.73,1.1
Freiburg,H1,2023,Standardprodukt,30.51566666666667,14.984,13.23166666666667,0,2.3
Basel-Stadt,H1,2013,Standardprodukt,22.96732142857143,7.71089285714286,7.94642857142857,6.86,0.45
Aargau,H1,2021,Standardprodukt,24.163490327381,13.735037202381,7.31395089285714,0.8,2.3
Luzern,H1,2016,Standardprodukt,21.29999791666663,10.2342708333333,8.62458333333333,1.02342708333333,1.3
Uri,H1,2014,Standardprodukt,30.13,18.34,9.3,1.89,0.6
Uri,H1,2023,Standardprodukt,35.905,17.8475,14.7575,1,2.3
Uri,H1,2019,Standardprodukt,28.61,17.49,7.82,1,2.3
St. Gallen,H1,2024,Standardprodukt,36.6,16.34696236681548,16.65699404761905,0.75,2.3
Jura,H1,2020,Standardprodukt,32.4025,16.945,11.6575,1.5,2.3
Neuenburg,H1,2021,Standardprodukt,25.7,13.58,8.32,1.5,2.3
St. Gallen,H1,2014,Standardprodukt,24.81415178571433,15.9054761904762,7.648779761904759,0.65,0.6
Freiburg,H1,2019,Standardprodukt,24.56733333333333,12.759,9.50833333333333,0,2.3
Glarus,H1,2017,Standardprodukt,26.285,17.65,7.2,0.3,1.5
Luzern,H1,2015,Standardprodukt,21.26020624999997,10.2342708333333,8.78479166666667,1.08,1.1
Uri,H1,2011,Standardprodukt,29.13,18.12,9,1.56,0.45
Uri,H1,2017,Standardprodukt,26.905,16.05,7.705,1.65,1.5
Glarus,H1,2014,Standardprodukt,26.24,19.14,8,0.3,0.6
Uri,H1,2024,Standardprodukt,37.395,19.3375,14.7575,1,2.3
Schwyz,H1,2017,Standardprodukt,23.2816666666667,13.775,6.1486875,0.7,1.5
Glarus,H1,2020,Standardprodukt,27.2854464285714,16.6854464285714,7.3,0.3,2.3
Appenzell Innerrhoden,H1,2012,Standardprodukt,24.63425595238091,16.6841071428571,7.50014880952381,0,0.45
Basel-Landschaft,H1,2024,Standardprodukt,37.045702,18.38479910714286,15.63707589285714,0.723827,2.3
Appenzell Innerrhoden,H1,2015,Standardprodukt,21.215,11.815,8.3,0,1.1
Luzern,H1,2023,Standardprodukt,29.06785416666667,9.040833333333333,16.82302083333333,0.904,2.3
Basel-Landschaft,H1,2017,Standardprodukt,25.53364674207674,13.4337723214286,9.74,0.859874420648143,1.5
Uri,H1,2020,Standardprodukt,28.58,17.46,7.82,1,2.3
Uri,H1,2018,Standardprodukt,28.975,17.47,8.205,1,2.3
Obwalden,H1,2016,Standardprodukt,26.79583333333333,15.2875,8.80833333333333,1.4,1.3
Zug,H1,2021,Standardprodukt,26.71687499999997,15.0510714285714,8.87580357142857,0.49,2.3
Basel-Landschaft,H1,2025,Standardprodukt,36.85007121428571,18.45921875,15.31600446428572,0.774848,2.3
Nidwalden,H1,2024,Standardprodukt,28.75,17.2,8.25,1,2.3
Nidwalden,H1,2025,Standardprodukt,28.88,17.33,8.25,1,2.3
Uri,H1,2016,Standardprodukt,28.84,17.6,8.13,1.81,1.3
Zug,H1,2011,Standardprodukt,25.97989136904761,15.99050595238095,9.259385416666664,0.28,0.45
Obwalden,H1,2022,Standardprodukt,26.61,14.26,8.65,1.4,2.3
Aargau,H1,2019,Standardprodukt,23.69019921483179,14.190037202381,7.01345982142857,0.8,2.3
Aargau,H1,2022,Standardprodukt,25.11521577380952,14.15962797619048,7.801246279761905,0.8,2.3
Appenzell Innerrhoden,H1,2018,Standardprodukt,22.64425595238091,14.2441071428571,6.10014880952381,0,2.3
Zug,H1,2024,Standardprodukt,44.51671428571429,16.63671428571429,25.09,0.49,2.3
Aargau,H1,2020,Standardprodukt,24.43776785714281,14.110037202381,7.58362351190476,0.8,2.3
Obwalden,H1,2021,Standardprodukt,26.61,14.26,8.65,1.4,2.3
Uri,H1,2012,Standardprodukt,28.82,17.81,9,1.56,0.45
Aargau,H1,2012,Standardprodukt,22.87801934523806,13.5870833333333,8.05331101190476,0.75,0.45
Basel-Landschaft,H1,2013,Standardprodukt,25.7726339285714,14.1440625,10.4685714285714,0.71,0.45
Freiburg,H1,2020,Standardprodukt,26.29233333333333,14.484,9.50833333333333,0,2.3
Luzern,H1,2011,Standardprodukt,28.775,14.25,12.65,1.425,0.45
Basel-Stadt,H1,2011,Standardprodukt,23.23464285714286,8.66821428571429,7.94642857142857,6.17,0.45
Zug,H1,2013,Standardprodukt,23.6797916666667,12.7825,9.56804129464286,0.235,0.45
Uri,H1,2013,Standardprodukt,29.61503,18.01,9.3,1.85503,0.45
Zug,H1,2023,Standardprodukt,37.90866071428572,15.93285714285714,19.18580357142857,0.49,2.3
Appenzell Innerrhoden,H1,2021,Standardprodukt,23.54511904761901,13.7449702380952,7.50014880952381,0,2.3
Obwalden,H1,2024,Standardprodukt,35.00166666666667,17.0275,14.27416666666667,1.4,2.3
Basel-Landschaft,H1,2020,Standardprodukt,25.61371571428571,13.35875,9.30381696428571,0.65114875,2.3
Zug,H1,2020,Standardprodukt,26.52687499999997,15.0310714285714,8.70580357142857,0.49,2.3
Jura,H1,2022,Standardprodukt,31.3625,15.905,11.6575,1.5,2.3
Schwyz,H1,2019,Standardprodukt,24.3816666666667,13.1507142857143,6.528701636904765,0.7,2.3
Neuenburg,H1,2016,Standardprodukt,26.22600000000003,15.29,9.10833333333333,1.56,1.3
Uri,H1,2022,Standardprodukt,28.09,17.46,7.33,1,2.3
Obwalden,H1,2017,Standardprodukt,26.1275,15.2375,7.99,1.4,1.5
Uri,H1,2025,Standardprodukt,37.41,18.7575,15.3525,1,2.3
Freiburg,H1,2018,Standardprodukt,25.03433333333333,13.226,9.50833333333333,0,2.3
Schwyz,H1,2011,Standardprodukt,22.70582589285716,14.2445833333333,8.16398809523809,0.61,0.45
Aargau,H1,2024,Standardprodukt,39.76971726190476,17.576875,18.95904017857143,0.75,2.3
Glarus,H1,2011,Standardprodukt,22.42,13.97,7.9,0.1,0.45
Aargau,H1,2013,Standardprodukt,23.17059821428568,13.4370833333333,8.58035714285714,0.7,0.45
Luzern,H1,2018,Standardprodukt,23.48228124999996,10.2342708333333,9.92458333333333,1.02342708333333,2.3
Schwyz,H1,2012,Standardprodukt,22.35066220238091,14.2445833333333,8.57407291666667,0.6,0.45
Glarus,H1,2024,Standardprodukt,35.7516369047619,19.56889880952381,13.7,0.3,2.3
Glarus,H1,2016,Standardprodukt,26.45,17.7,7.2,0.3,1.3
Neuenburg,H1,2013,Standardprodukt,26.75,13.74,10.66,1.9,0.45
St. Gallen,H1,2022,Standardprodukt,24.37,12.99325892857143,7.930456349206349,0.65,2.3
Neuenburg,H1,2024,Standardprodukt,41.93366480654762,18.077,19.95666480654762,1.6,2.3
Aargau,H1,2023,Standardprodukt,30.48635416666667,14.85962797619048,13.49,0.75,2.3
Obwalden,H1,2015,Standardprodukt,28.2322395833333,15.6888020833333,10.0434375,1.4,1.1
Appenzell Innerrhoden,H1,2019,Standardprodukt,23.30339285714282,14.0249702380952,6.97842261904762,0,2.3
Aargau,H1,2017,Standardprodukt,22.45416666666666,14.3975818452381,5.78444940476191,0.75,1.5
Glarus,H1,2013,Standardprodukt,23.76,14.943630952381,7.54957589285714,0.1,0.45
Nidwalden,H1,2022,Standardprodukt,23.835,12.285,8.25,1,2.3
Schwyz,H1,2016,Standardprodukt,22.8760416666667,13.825,6.611407366071425,0.6599999999999999,1.3
Glarus,H1,2015,Standardprodukt,26.64,19.04,7.3,0.3,1.1
Glarus,H1,2019,Standardprodukt,27.0654464285714,16.7654464285714,6.9,0.3,2.3
St. Gallen,H1,2012,Standardprodukt,24.49535119047623,14.64756696428575,8.16692708333333,0.75,0.45
Thurgau,H1,2012,Standardprodukt,24.38120535714289,15.5338095238095,8.01642857142857,0.28,0.45
Glarus,H1,2022,Standardprodukt,26.16,15.38380952380952,6.6,0.3,2.3
Zürich,H1,2022,Standardprodukt,22.02714285714286,10.37142857142857,8.287224702380952,0.16,2.3
Luzern,H1,2021,Standardprodukt,17.81149999999999,7.64083333333333,7.10658333333333,0.764083333333333,2.3
